split,stem,label_path,image_path
test,gss1170_jpg.rf.e3b410812415f6f6109d686eef27e378,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1170_jpg.rf.e3b410812415f6f6109d686eef27e378.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1170_jpg.rf.e3b410812415f6f6109d686eef27e378.jpg
test,gss1187_jpg.rf.2f7e887e4d96cc33d4f31a96364cd834,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1187_jpg.rf.2f7e887e4d96cc33d4f31a96364cd834.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1187_jpg.rf.2f7e887e4d96cc33d4f31a96364cd834.jpg
test,gss1191_jpg.rf.46e9f1357a23844e697c81d0703ad38d,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1191_jpg.rf.46e9f1357a23844e697c81d0703ad38d.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1191_jpg.rf.46e9f1357a23844e697c81d0703ad38d.jpg
test,gss1223_jpg.rf.6fbef6812b0d4718776f4eb6c36ca6d2,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1223_jpg.rf.6fbef6812b0d4718776f4eb6c36ca6d2.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1223_jpg.rf.6fbef6812b0d4718776f4eb6c36ca6d2.jpg
test,gss1228_jpg.rf.70555cdde70b6512128cf1a5b56ed4d1,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1228_jpg.rf.70555cdde70b6512128cf1a5b56ed4d1.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1228_jpg.rf.70555cdde70b6512128cf1a5b56ed4d1.jpg
test,gss1230_jpg.rf.c40b6dc257676bc8130caa02ff3b2b40,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1230_jpg.rf.c40b6dc257676bc8130caa02ff3b2b40.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1230_jpg.rf.c40b6dc257676bc8130caa02ff3b2b40.jpg
test,gss1263_jpg.rf.a0b60ea1534e6f78d71c5699820fee79,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1263_jpg.rf.a0b60ea1534e6f78d71c5699820fee79.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1263_jpg.rf.a0b60ea1534e6f78d71c5699820fee79.jpg
test,gss1293_jpg.rf.4408195e74c6b71716f49c721408f42d,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1293_jpg.rf.4408195e74c6b71716f49c721408f42d.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1293_jpg.rf.4408195e74c6b71716f49c721408f42d.jpg
test,gss1301_jpg.rf.8fc0cbcb7e7778db493104e8bb8dd0de,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1301_jpg.rf.8fc0cbcb7e7778db493104e8bb8dd0de.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1301_jpg.rf.8fc0cbcb7e7778db493104e8bb8dd0de.jpg
test,gss1305_jpg.rf.9a09303baea77308245bc0219ef7c91e,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1305_jpg.rf.9a09303baea77308245bc0219ef7c91e.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1305_jpg.rf.9a09303baea77308245bc0219ef7c91e.jpg
test,gss1335_jpg.rf.739a10d48e9c4e9e69c7238e25356ac6,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1335_jpg.rf.739a10d48e9c4e9e69c7238e25356ac6.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1335_jpg.rf.739a10d48e9c4e9e69c7238e25356ac6.jpg
test,gss1346_jpg.rf.a75309097c92b5f359c55d8ed8ddc34e,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1346_jpg.rf.a75309097c92b5f359c55d8ed8ddc34e.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1346_jpg.rf.a75309097c92b5f359c55d8ed8ddc34e.jpg
test,gss1350_jpg.rf.95249a2c7bd38d4f30adf57960633177,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1350_jpg.rf.95249a2c7bd38d4f30adf57960633177.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1350_jpg.rf.95249a2c7bd38d4f30adf57960633177.jpg
test,gss135_jpg.rf.f177204247a0ef470acda22d5662dfb0,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss135_jpg.rf.f177204247a0ef470acda22d5662dfb0.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss135_jpg.rf.f177204247a0ef470acda22d5662dfb0.jpg
test,gss1375_jpg.rf.708551f1a8c339cc136b32e185a69871,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1375_jpg.rf.708551f1a8c339cc136b32e185a69871.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1375_jpg.rf.708551f1a8c339cc136b32e185a69871.jpg
test,gss137_jpg.rf.72abcef404850716610a5b639fa0b0f0,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss137_jpg.rf.72abcef404850716610a5b639fa0b0f0.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss137_jpg.rf.72abcef404850716610a5b639fa0b0f0.jpg
test,gss1383_jpg.rf.b4034e52ba3e29c242329d887e9c2778,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1383_jpg.rf.b4034e52ba3e29c242329d887e9c2778.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1383_jpg.rf.b4034e52ba3e29c242329d887e9c2778.jpg
test,gss1391_jpg.rf.c4ff9f056e4ba0ebe26dd8724f81b269,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1391_jpg.rf.c4ff9f056e4ba0ebe26dd8724f81b269.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1391_jpg.rf.c4ff9f056e4ba0ebe26dd8724f81b269.jpg
test,gss1401_jpg.rf.4f7bfb9d1c1a6c436549cd2898035b62,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1401_jpg.rf.4f7bfb9d1c1a6c436549cd2898035b62.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1401_jpg.rf.4f7bfb9d1c1a6c436549cd2898035b62.jpg
test,gss1409_jpg.rf.908589d3059702c2a56b224a3b6e67cc,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1409_jpg.rf.908589d3059702c2a56b224a3b6e67cc.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1409_jpg.rf.908589d3059702c2a56b224a3b6e67cc.jpg
test,gss1435_jpg.rf.814956cc92b3f8f6f4edf275ce57e0dd,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1435_jpg.rf.814956cc92b3f8f6f4edf275ce57e0dd.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1435_jpg.rf.814956cc92b3f8f6f4edf275ce57e0dd.jpg
test,gss1453_jpg.rf.acd3851415441b6b4561d567e70d048d,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1453_jpg.rf.acd3851415441b6b4561d567e70d048d.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1453_jpg.rf.acd3851415441b6b4561d567e70d048d.jpg
test,gss1454_jpg.rf.31eaa0ba09979a5621252beb092d2a3f,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1454_jpg.rf.31eaa0ba09979a5621252beb092d2a3f.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1454_jpg.rf.31eaa0ba09979a5621252beb092d2a3f.jpg
test,gss1458_jpg.rf.58b58e8a1e5cecd1702517ba2dca498e,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1458_jpg.rf.58b58e8a1e5cecd1702517ba2dca498e.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1458_jpg.rf.58b58e8a1e5cecd1702517ba2dca498e.jpg
test,gss1460_jpg.rf.c7eb2418f95da81283590aa22320aad0,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1460_jpg.rf.c7eb2418f95da81283590aa22320aad0.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1460_jpg.rf.c7eb2418f95da81283590aa22320aad0.jpg
test,gss1479_jpg.rf.036dc758b8b1247efab2d1b9fb941918,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1479_jpg.rf.036dc758b8b1247efab2d1b9fb941918.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1479_jpg.rf.036dc758b8b1247efab2d1b9fb941918.jpg
test,gss1492_jpg.rf.6f234a64420c94c63c8f46bb1b6b43c9,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1492_jpg.rf.6f234a64420c94c63c8f46bb1b6b43c9.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1492_jpg.rf.6f234a64420c94c63c8f46bb1b6b43c9.jpg
test,gss1494_jpg.rf.1d2c5f221fa80b7f00ba1e815e5df117,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1494_jpg.rf.1d2c5f221fa80b7f00ba1e815e5df117.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1494_jpg.rf.1d2c5f221fa80b7f00ba1e815e5df117.jpg
test,gss1500_jpg.rf.5053234902b615d9eedb3f5728da1fd1,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1500_jpg.rf.5053234902b615d9eedb3f5728da1fd1.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1500_jpg.rf.5053234902b615d9eedb3f5728da1fd1.jpg
test,gss1512_jpg.rf.2c6e4d332764e009b37912898d7445b5,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1512_jpg.rf.2c6e4d332764e009b37912898d7445b5.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1512_jpg.rf.2c6e4d332764e009b37912898d7445b5.jpg
test,gss151_jpg.rf.05d3010a8e1170c98790c8fce54bf361,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss151_jpg.rf.05d3010a8e1170c98790c8fce54bf361.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss151_jpg.rf.05d3010a8e1170c98790c8fce54bf361.jpg
test,gss1534_jpg.rf.9181c22f9f25d785d72b6857d9739153,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1534_jpg.rf.9181c22f9f25d785d72b6857d9739153.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1534_jpg.rf.9181c22f9f25d785d72b6857d9739153.jpg
test,gss1544_jpg.rf.63f7a4db40309f83b79151f460d61e9c,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1544_jpg.rf.63f7a4db40309f83b79151f460d61e9c.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1544_jpg.rf.63f7a4db40309f83b79151f460d61e9c.jpg
test,gss1546_jpg.rf.4e98c31ea8cf5fb6230fb14fb699c389,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1546_jpg.rf.4e98c31ea8cf5fb6230fb14fb699c389.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1546_jpg.rf.4e98c31ea8cf5fb6230fb14fb699c389.jpg
test,gss154_jpg.rf.7623db2531a9058876cfcb60ca06613f,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss154_jpg.rf.7623db2531a9058876cfcb60ca06613f.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss154_jpg.rf.7623db2531a9058876cfcb60ca06613f.jpg
test,gss1553_jpg.rf.7d49d12f385451b8653ce13121f56c94,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1553_jpg.rf.7d49d12f385451b8653ce13121f56c94.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1553_jpg.rf.7d49d12f385451b8653ce13121f56c94.jpg
test,gss1561_jpg.rf.0d61302a806a29e3debaa64577e81039,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1561_jpg.rf.0d61302a806a29e3debaa64577e81039.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1561_jpg.rf.0d61302a806a29e3debaa64577e81039.jpg
test,gss1571_jpg.rf.5374eeb0b7e0ef3a522b7786fa5a59bd,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1571_jpg.rf.5374eeb0b7e0ef3a522b7786fa5a59bd.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1571_jpg.rf.5374eeb0b7e0ef3a522b7786fa5a59bd.jpg
test,gss1594_jpg.rf.1f5d3e162580a7e4beca43c0b85e89e6,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1594_jpg.rf.1f5d3e162580a7e4beca43c0b85e89e6.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1594_jpg.rf.1f5d3e162580a7e4beca43c0b85e89e6.jpg
test,gss15_jpg.rf.93e2d135bb61c49c92b9165ed3fe5cf9,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss15_jpg.rf.93e2d135bb61c49c92b9165ed3fe5cf9.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss15_jpg.rf.93e2d135bb61c49c92b9165ed3fe5cf9.jpg
test,gss1647_jpg.rf.d1bb8449c090f3c249a103c74c9bd400,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1647_jpg.rf.d1bb8449c090f3c249a103c74c9bd400.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1647_jpg.rf.d1bb8449c090f3c249a103c74c9bd400.jpg
test,gss164_jpg.rf.324c736273fbb4edc0cb1ad9c078a5e0,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss164_jpg.rf.324c736273fbb4edc0cb1ad9c078a5e0.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss164_jpg.rf.324c736273fbb4edc0cb1ad9c078a5e0.jpg
test,gss1650_jpg.rf.8f57eb7eb065b50766529c0cf2b5fa79,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1650_jpg.rf.8f57eb7eb065b50766529c0cf2b5fa79.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1650_jpg.rf.8f57eb7eb065b50766529c0cf2b5fa79.jpg
test,gss1651_jpg.rf.96ed9c3aae807a9cca081a3863753bfd,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1651_jpg.rf.96ed9c3aae807a9cca081a3863753bfd.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1651_jpg.rf.96ed9c3aae807a9cca081a3863753bfd.jpg
test,gss1655_jpg.rf.d897bc196275074a63ed0da5927c1d98,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1655_jpg.rf.d897bc196275074a63ed0da5927c1d98.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1655_jpg.rf.d897bc196275074a63ed0da5927c1d98.jpg
test,gss165_jpg.rf.ef0d173693fb3faae12e282a4a02ae33,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss165_jpg.rf.ef0d173693fb3faae12e282a4a02ae33.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss165_jpg.rf.ef0d173693fb3faae12e282a4a02ae33.jpg
test,gss1667_jpg.rf.6e59ffe3c18a40fd829c77e7edea16e5,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1667_jpg.rf.6e59ffe3c18a40fd829c77e7edea16e5.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1667_jpg.rf.6e59ffe3c18a40fd829c77e7edea16e5.jpg
test,gss1677_jpg.rf.6ad39a5c8f0f7f0cad5037a405a60fd9,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1677_jpg.rf.6ad39a5c8f0f7f0cad5037a405a60fd9.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1677_jpg.rf.6ad39a5c8f0f7f0cad5037a405a60fd9.jpg
test,gss1681_jpg.rf.cc56ce740b1b813ac8092ccd6d794ae0,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1681_jpg.rf.cc56ce740b1b813ac8092ccd6d794ae0.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1681_jpg.rf.cc56ce740b1b813ac8092ccd6d794ae0.jpg
test,gss1708_jpg.rf.430842cc92387b94657bc6bf3458ab3a,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1708_jpg.rf.430842cc92387b94657bc6bf3458ab3a.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1708_jpg.rf.430842cc92387b94657bc6bf3458ab3a.jpg
test,gss1730_jpg.rf.c600fc67cac2ae492bb907cc6725078d,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1730_jpg.rf.c600fc67cac2ae492bb907cc6725078d.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1730_jpg.rf.c600fc67cac2ae492bb907cc6725078d.jpg
test,gss1739_jpg.rf.06f9bf9f72b39b322c663baa62d55b13,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1739_jpg.rf.06f9bf9f72b39b322c663baa62d55b13.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1739_jpg.rf.06f9bf9f72b39b322c663baa62d55b13.jpg
test,gss1743_jpg.rf.220be25eb02b1d65f2ad4e3075afd019,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1743_jpg.rf.220be25eb02b1d65f2ad4e3075afd019.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1743_jpg.rf.220be25eb02b1d65f2ad4e3075afd019.jpg
test,gss174_jpg.rf.4e274fc57cc50b01047342b58e6bd522,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss174_jpg.rf.4e274fc57cc50b01047342b58e6bd522.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss174_jpg.rf.4e274fc57cc50b01047342b58e6bd522.jpg
test,gss1760_jpg.rf.8c22de3633a23041b9ea52de9078af22,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1760_jpg.rf.8c22de3633a23041b9ea52de9078af22.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1760_jpg.rf.8c22de3633a23041b9ea52de9078af22.jpg
test,gss177_jpg.rf.c60a300122df7dd42531c60d2da29835,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss177_jpg.rf.c60a300122df7dd42531c60d2da29835.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss177_jpg.rf.c60a300122df7dd42531c60d2da29835.jpg
test,gss1795_jpg.rf.dc420aa2cb5f953da1ef51e9208cec4b,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1795_jpg.rf.dc420aa2cb5f953da1ef51e9208cec4b.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1795_jpg.rf.dc420aa2cb5f953da1ef51e9208cec4b.jpg
test,gss1826_jpg.rf.7dc60148b63e7c95d0653df172c5fa29,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1826_jpg.rf.7dc60148b63e7c95d0653df172c5fa29.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1826_jpg.rf.7dc60148b63e7c95d0653df172c5fa29.jpg
test,gss1833_jpg.rf.4c75ca9ae22c62481311faa299639eff,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1833_jpg.rf.4c75ca9ae22c62481311faa299639eff.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1833_jpg.rf.4c75ca9ae22c62481311faa299639eff.jpg
test,gss1841_jpg.rf.453717a03d25283860c71d292171e7c1,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1841_jpg.rf.453717a03d25283860c71d292171e7c1.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1841_jpg.rf.453717a03d25283860c71d292171e7c1.jpg
test,gss1842_jpg.rf.1cf33ddcf2539a836289109a02e76c41,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1842_jpg.rf.1cf33ddcf2539a836289109a02e76c41.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1842_jpg.rf.1cf33ddcf2539a836289109a02e76c41.jpg
test,gss1844_jpg.rf.4b0d7b7382a3cc43293b6787b8f807f7,C:\Machine Learning\projet\projet-machine-learning\dataset\labels\test\gss1844_jpg.rf.4b0d7b7382a3cc43293b6787b8f807f7.txt,C:\Machine Learning\projet\projet-machine-learning\dataset\images\test\gss1844_jpg.rf.4b0d7b7382a3cc43293b6787b8f807f7.jpg
